,lat,lon,minutes_remaining,period,playoffs,shot_distance,shot_made_flag
6324,33.8583,-118.3948,8,2,0,22,1.0
6327,33.8863,-118.1298,0,2,0,21,1.0
6328,34.0223,-118.1068,10,3,0,16,0.0
6331,33.9533,-118.3258,4,3,0,10,1.0
6332,33.9753,-118.4078,3,3,0,15,1.0
6334,34.0443,-118.2698,2,3,0,0,1.0
6336,33.9853,-118.3238,9,4,0,7,1.0
6339,33.8993,-118.2828,8,4,0,14,0.0
6342,34.0183,-118.3488,5,4,0,8,1.0
6344,34.0443,-118.2698,2,4,0,0,1.0
6346,33.8733,-118.1678,10,1,0,19,0.0
6347,33.8663,-118.1388,2,1,0,22,0.0
6348,33.9683,-118.4078,2,1,0,15,1.0
6349,33.9343,-118.3978,3,2,0,16,0.0
6350,34.0113,-118.3498,3,2,0,8,1.0
6354,34.0013,-118.2268,10,3,0,6,1.0
6355,34.0393,-118.0938,10,3,0,17,0.0
6356,34.0243,-118.1948,9,3,0,7,1.0
6357,34.0443,-118.2698,9,3,0,0,1.0
6358,33.9073,-118.1068,8,3,0,21,1.0
6362,33.8713,-118.3848,1,3,0,20,0.0
6363,33.8653,-118.2718,1,3,0,17,0.0
6364,34.0213,-118.1778,0,3,0,9,0.0
6365,33.9073,-118.4338,0,4,0,21,0.0
6366,34.0183,-118.1008,11,1,0,17,0.0
6367,33.9273,-118.4408,7,2,0,20,1.0
6368,34.0443,-118.2698,1,2,0,0,0.0
6369,34.0443,-118.2698,0,2,0,0,1.0
6370,34.0223,-118.4308,9,3,0,16,1.0
6372,34.0263,-118.3028,6,3,0,3,0.0
6373,34.0043,-118.2008,5,3,0,7,1.0
6375,34.0443,-118.2698,3,3,0,0,0.0
6376,33.9683,-118.1878,0,3,0,11,1.0
6377,34.0443,-118.2698,6,4,0,0,1.0
6378,34.0193,-118.1858,4,4,0,8,0.0
6379,34.0443,-118.2698,3,4,0,0,1.0
6380,33.8453,-118.2038,2,4,0,20,0.0
6382,33.9933,-118.1568,10,1,0,12,0.0
6383,33.9073,-118.4048,9,1,0,19,0.0
6384,33.9443,-118.4258,10,2,0,18,0.0
6385,33.9353,-118.2318,6,2,0,11,0.0
6386,33.9783,-118.3638,6,2,0,11,0.0
6387,33.9173,-118.4568,6,2,0,22,0.0
6388,33.9013,-118.3918,5,2,0,18,0.0
6389,34.0443,-118.2698,5,2,0,0,0.0
6390,34.0323,-118.1648,3,2,0,10,0.0
6391,33.9393,-118.4288,2,2,0,19,0.0
6394,33.9223,-118.4418,10,3,0,21,1.0
6396,33.8473,-118.3288,9,3,0,20,0.0
6397,33.8293,-118.2518,5,3,0,21,1.0
6398,33.9493,-118.4288,5,3,0,18,0.0
6399,33.8713,-118.1948,4,3,0,18,0.0
6403,34.0443,-118.2698,10,4,0,0,0.0
6407,34.0443,-118.2698,5,4,0,0,1.0
6410,34.0443,-118.2698,2,4,0,0,0.0
6414,33.9013,-118.1168,0,4,0,20,0.0
6416,33.8713,-118.3748,1,1,0,20,0.0
6417,33.9033,-118.3818,1,1,0,18,0.0
6419,33.8553,-118.2698,11,2,0,18,0.0
6422,34.0443,-118.2698,2,2,0,0,1.0
6423,34.0443,-118.2698,1,2,0,0,1.0
6424,33.8833,-118.3978,1,2,0,20,0.0
6425,34.0443,-118.2698,0,2,0,0,1.0
6426,33.9813,-118.2438,11,3,0,6,0.0
6427,34.0443,-118.2698,11,3,0,0,1.0
6428,34.0473,-118.4338,11,3,0,16,0.0
6429,34.0373,-118.1088,9,3,0,16,0.0
6430,33.9353,-118.2408,5,3,0,11,1.0
6431,34.0443,-118.2698,2,3,0,0,1.0
6432,34.0443,-118.2698,1,3,0,0,1.0
6433,33.9763,-118.2728,0,3,0,6,0.0
6434,33.9493,-118.2268,9,4,0,10,1.0
6435,33.9263,-118.1668,3,4,0,15,0.0
6437,34.0493,-118.3778,9,1,0,10,0.0
6438,33.9583,-118.1398,7,1,0,15,0.0
6440,34.0443,-118.2698,2,1,0,0,1.0
6442,33.9883,-118.3128,7,2,0,7,0.0
6443,34.0443,-118.2698,6,2,0,0,1.0
6444,34.0223,-118.0878,5,2,0,18,1.0
6445,34.0443,-118.2698,4,2,0,0,1.0
6446,34.0603,-118.1388,3,2,0,13,0.0
6447,34.0443,-118.2698,2,2,0,0,0.0
6448,34.0443,-118.2698,1,2,0,0,0.0
6449,34.0443,-118.2698,11,3,0,0,1.0
6450,33.9093,-118.4258,9,3,0,20,1.0
6452,34.0373,-118.4508,6,3,0,18,0.0
6453,33.9853,-118.2638,5,3,0,5,0.0
6454,34.0443,-118.2698,5,3,0,0,0.0
6455,34.0143,-118.3158,3,3,0,5,1.0
6457,34.0443,-118.2698,4,4,0,0,0.0
6458,34.0443,-118.2698,4,4,0,0,1.0
6460,34.0193,-118.1758,2,4,0,9,0.0
6461,34.0013,-118.3488,10,1,0,8,0.0
6463,34.0443,-118.2698,7,1,0,0,1.0
6465,33.9093,-118.2128,3,2,0,14,1.0
6466,33.9963,-118.2128,2,2,0,7,0.0
6467,34.0443,-118.2698,8,3,0,0,1.0
6469,33.9983,-118.2368,6,3,0,5,1.0
6470,34.0683,-118.4738,5,3,0,20,0.0
6471,33.9803,-118.3958,4,3,0,14,0.0
6472,34.0443,-118.3648,4,3,0,9,1.0
6474,33.8583,-118.2138,10,4,0,19,1.0
6478,33.9353,-118.4098,11,1,0,17,1.0
6479,33.9303,-118.3948,10,1,0,16,0.0
6480,34.0443,-118.2698,2,1,0,0,1.0
6482,34.0443,-118.2698,4,2,0,0,0.0
6484,34.0443,-118.2698,2,2,0,0,0.0
6486,33.8883,-118.3928,10,3,0,19,1.0
6489,33.9493,-118.4108,4,3,0,17,0.0
6490,34.0443,-118.2698,3,3,0,0,1.0
6492,34.0443,-118.2698,0,3,0,0,0.0
6494,34.0443,-118.2698,5,4,0,0,1.0
6495,33.9323,-118.3848,5,4,0,16,0.0
6497,33.8963,-118.3418,1,4,0,16,0.0
6499,34.0183,-118.1848,9,1,0,8,0.0
6502,34.0443,-118.2698,0,1,0,0,1.0
6504,34.0443,-118.2698,1,2,0,0,0.0
6505,34.0653,-118.3778,9,3,0,11,0.0
6509,34.0273,-118.3028,2,4,0,3,0.0
6510,33.8453,-118.3638,0,4,0,22,0.0
6511,33.9093,-118.4568,11,1,0,23,1.0
6512,33.9013,-118.4238,11,1,0,21,0.0
6513,33.9623,-118.1318,6,1,0,16,0.0
6515,34.0443,-118.2698,11,2,0,0,1.0
6516,34.0443,-118.2698,10,2,0,0,0.0
6518,34.0443,-118.2698,6,2,0,0,1.0
6520,34.0443,-118.2698,3,3,0,0,1.0
6524,34.0443,-118.2698,8,4,0,0,1.0
6528,34.0443,-118.2698,3,4,0,0,1.0
6529,34.0163,-118.1218,1,4,0,15,0.0
6532,34.0703,-118.1898,9,2,0,8,0.0
6533,34.0443,-118.2698,2,2,0,0,1.0
6536,34.0183,-118.2618,0,3,0,2,0.0
6538,33.8733,-118.3408,8,4,0,18,0.0
6539,33.9903,-118.4178,7,4,0,15,0.0
6540,33.9863,-118.4358,5,4,0,17,1.0
6542,34.0393,-118.1108,2,4,0,15,0.0
6543,34.0443,-118.2698,1,4,0,0,0.0
6544,33.8243,-118.3448,9,1,0,23,0.0
6547,34.0263,-118.1088,3,2,0,16,1.0
6554,34.0443,-118.2698,6,3,0,0,0.0
6555,34.0443,-118.2698,4,3,0,0,1.0
6556,33.9323,-118.1258,3,3,0,18,0.0
6557,33.8893,-118.3288,2,3,0,16,0.0
6558,33.9833,-118.3208,1,3,0,7,0.0
6560,34.0443,-118.2698,11,4,0,0,1.0
6561,34.0443,-118.2698,8,4,0,0,0.0
6562,34.0413,-118.4538,4,4,0,18,0.0
6563,33.8963,-118.1488,2,4,0,19,0.0
6565,34.0373,-118.1488,0,4,0,12,0.0
6568,34.0813,-118.1858,6,1,0,9,0.0
6569,34.0243,-118.4688,5,1,0,20,0.0
6570,33.9523,-118.3918,4,1,0,15,0.0
6571,34.0223,-118.4158,3,1,0,14,0.0
6572,34.0443,-118.2698,3,1,0,0,1.0
6573,34.0443,-118.2698,0,1,0,0,1.0
6574,33.9573,-118.2648,9,2,0,8,0.0
6575,34.0033,-118.2358,9,2,0,5,0.0
6576,34.0393,-118.3158,7,2,0,4,1.0
6577,33.8533,-118.3498,5,2,0,20,1.0
6578,33.9263,-118.1238,3,2,0,18,1.0
6579,34.0113,-118.0748,2,2,0,19,1.0
6581,33.8733,-118.3828,11,3,0,20,1.0
6582,34.0443,-118.2698,10,3,0,0,1.0
6584,33.9073,-118.1528,8,3,0,18,1.0
6585,34.0213,-118.0808,8,3,0,19,0.0
6588,34.0343,-118.1118,0,3,0,15,0.0
6589,33.8703,-118.1138,0,3,0,23,0.0
6590,33.8713,-118.1908,7,4,0,19,1.0
6591,33.8913,-118.3818,7,4,0,18,1.0
6592,34.0443,-118.2698,6,4,0,0,0.0
6595,34.0443,-118.2698,3,4,0,0,1.0
6597,33.9073,-118.3998,1,4,0,18,0.0
6598,33.9393,-118.4058,0,4,0,17,0.0
6599,34.0443,-118.2698,11,1,0,0,0.0
6600,33.9213,-118.3268,10,1,0,13,0.0
6601,33.9243,-118.3548,8,1,0,14,1.0
6603,33.9623,-118.1808,3,1,0,12,0.0
6604,34.0443,-118.2698,2,1,0,0,0.0
6606,33.9633,-118.2358,0,1,0,8,1.0
6607,33.9423,-118.1628,11,2,0,14,0.0
6609,33.9983,-118.2648,0,2,0,4,0.0
6610,33.9123,-118.2058,11,3,0,14,0.0
6611,34.0443,-118.2698,9,3,0,0,1.0
6613,34.0443,-118.2698,7,3,0,0,0.0
6614,33.8663,-118.3008,7,3,0,18,0.0
6615,34.0443,-118.2698,5,3,0,0,0.0
6616,34.0443,-118.2698,4,3,0,0,1.0
6617,34.0443,-118.2698,7,4,0,0,1.0
6618,33.8403,-118.3438,4,4,0,21,0.0
6619,34.0443,-118.2698,4,4,0,0,0.0
6620,34.0443,-118.2698,3,4,0,0,0.0
6622,34.0533,-118.4538,11,1,0,18,1.0
6623,34.0273,-118.1188,9,1,0,15,1.0
6624,34.0443,-118.2698,9,1,0,0,1.0
6625,33.8913,-118.3688,5,1,0,18,1.0
6626,34.0373,-118.1678,4,1,0,10,0.0
6627,33.9673,-118.1088,1,1,0,17,0.0
6630,34.0473,-118.2368,8,2,0,3,0.0
6631,34.0363,-118.3028,8,2,0,3,0.0
6632,33.9783,-118.4308,5,2,0,17,1.0
6635,33.9623,-118.4388,11,3,0,18,0.0
6637,34.0443,-118.2698,6,3,0,0,1.0
6641,34.0443,-118.2698,6,4,0,0,1.0
6642,34.0443,-118.2698,4,4,0,0,1.0
6649,33.9933,-118.0978,9,2,0,17,1.0
6651,33.9763,-118.2718,11,3,0,6,0.0
6652,34.0443,-118.2698,9,3,0,0,1.0
6654,33.9393,-118.1088,8,3,0,19,1.0
6655,34.0443,-118.2698,5,3,0,0,1.0
6657,34.0443,-118.2698,0,3,0,0,1.0
6658,34.0163,-118.3568,6,4,0,9,0.0
6663,34.0443,-118.2698,10,2,0,0,1.0
6664,34.0443,-118.2698,9,2,0,0,1.0
6665,33.9953,-118.4128,8,2,0,15,1.0
6666,34.0443,-118.2698,6,2,0,0,0.0
6667,33.9303,-118.1318,5,2,0,17,1.0
6669,34.0623,-118.4818,0,2,0,21,1.0
6670,34.0673,-118.1698,11,3,0,10,0.0
6672,34.0443,-118.2698,7,3,0,0,0.0
6673,33.9853,-118.4098,0,3,0,15,0.0
6675,34.0503,-118.1158,3,4,0,15,1.0
6676,33.9653,-118.3958,4,5,0,14,0.0
6677,34.0443,-118.2698,3,5,0,0,0.0
6678,34.0293,-118.2108,2,5,0,6,0.0
6681,34.0443,-118.2698,0,5,0,0,0.0
6684,33.9953,-118.2058,11,1,0,8,1.0
6686,34.0443,-118.2698,1,1,0,0,0.0
6687,33.8963,-118.1948,10,2,0,16,0.0
6689,34.0443,-118.2698,1,2,0,0,1.0
6690,34.0443,-118.2698,5,3,0,0,0.0
6691,34.0243,-118.3568,3,3,0,8,0.0
6694,33.8983,-118.2648,8,4,0,14,0.0
6695,33.9703,-118.4108,4,4,0,15,0.0
6696,33.9993,-118.3238,3,4,0,7,0.0
6699,34.0533,-118.4508,0,4,0,18,0.0
6701,33.9123,-118.2178,11,1,0,14,1.0
6702,33.9473,-118.3618,10,1,0,13,0.0
6704,33.9523,-118.4078,7,1,0,16,0.0
6706,33.9273,-118.3668,0,1,0,15,0.0
6707,34.0533,-118.4468,11,2,0,17,0.0
6708,34.0443,-118.2698,9,2,0,0,1.0
6710,34.0553,-118.0808,1,2,0,18,0.0
6711,34.0163,-118.4058,11,3,0,13,0.0
6713,34.0443,-118.2698,3,3,0,0,1.0
6716,34.0443,-118.2698,0,3,0,0,0.0
6718,33.8783,-118.1318,10,4,0,21,1.0
6719,34.0443,-118.2698,9,4,0,0,1.0
6720,33.9803,-118.1188,9,4,0,16,0.0
6721,34.0673,-118.1438,4,4,0,12,0.0
6722,33.9833,-118.1168,4,4,0,16,0.0
6723,34.0443,-118.2698,3,4,0,0,1.0
6724,34.0313,-118.3548,2,4,0,8,1.0
6725,33.9683,-118.4338,0,4,0,18,1.0
6726,33.9753,-118.2778,11,1,0,6,0.0
6727,34.0063,-118.2108,11,1,0,7,1.0
6734,33.8533,-118.3548,10,2,0,20,0.0
6737,33.8663,-118.1778,1,2,0,20,0.0
6742,34.0423,-118.2078,3,3,0,6,1.0
6743,33.9033,-118.2408,2,3,0,14,0.0
6744,34.0443,-118.2698,1,3,0,0,1.0
6746,33.8803,-118.3748,0,3,0,19,0.0
6748,33.9703,-118.3138,9,4,0,8,0.0
6749,33.9123,-118.1618,5,4,0,17,1.0
6750,33.8783,-118.1528,4,4,0,20,0.0
6751,34.0443,-118.2698,3,4,0,0,0.0
6753,34.0393,-118.3368,3,5,0,6,0.0
6757,34.0443,-118.2698,8,1,0,0,0.0
6758,34.0133,-118.3408,6,1,0,7,1.0
6759,33.8173,-118.2748,3,1,0,22,0.0
6760,34.0443,-118.2698,3,1,0,0,1.0
6762,34.0443,-118.2698,10,2,0,0,0.0
6763,33.9863,-118.2268,9,2,0,7,1.0
6764,34.0443,-118.2698,8,2,0,0,1.0
6765,34.0443,-118.2698,6,2,0,0,1.0
6766,34.0443,-118.2698,4,2,0,0,1.0
6769,33.9983,-118.2548,7,3,0,4,1.0
6771,34.0443,-118.2698,4,3,0,0,0.0
6772,33.9903,-118.3768,3,3,0,11,0.0
6773,33.8843,-118.3128,1,3,0,16,0.0
6774,34.0443,-118.2698,0,3,0,0,0.0
6776,34.0443,-118.2698,8,4,0,0,0.0
6777,34.0443,-118.2698,7,4,0,0,1.0
6779,33.8553,-118.3818,4,4,0,21,1.0
6780,34.0443,-118.2698,1,4,0,0,1.0
6782,34.0443,-118.2698,11,1,0,0,1.0
6784,33.9443,-118.1398,8,1,0,16,1.0
6785,33.8553,-118.2188,7,1,0,19,0.0
6786,33.9473,-118.1418,6,1,0,16,0.0
6787,33.8983,-118.3918,5,1,0,19,1.0
6788,33.9273,-118.4098,4,1,0,18,0.0
6790,34.0443,-118.2698,9,2,0,0,0.0
6791,34.0133,-118.2828,9,2,0,3,1.0
6792,33.9783,-118.2798,8,2,0,6,0.0
6795,34.0443,-118.2698,9,3,0,0,0.0
6796,34.0443,-118.2698,8,3,0,0,1.0
6797,34.0443,-118.2698,7,3,0,0,1.0
6798,34.0443,-118.2698,6,3,0,0,1.0
6803,33.9783,-118.2338,7,4,0,7,1.0
6805,33.8963,-118.2238,5,4,0,15,0.0
6808,33.9293,-118.2878,3,4,0,11,1.0
6809,34.0443,-118.2698,1,4,0,0,1.0
6810,33.8653,-118.3818,1,4,0,21,1.0
6811,34.0533,-118.3588,11,1,0,8,0.0
6813,33.8613,-118.1618,9,1,0,21,0.0
6814,34.0263,-118.2638,4,1,0,1,1.0
6815,34.0313,-118.2058,3,1,0,6,1.0
6816,34.0393,-118.2758,1,1,0,0,1.0
6819,33.9833,-118.3028,8,2,0,6,0.0
6821,33.9933,-118.2238,6,2,0,6,0.0
6823,34.0113,-118.2538,2,2,0,3,1.0
6825,33.8293,-118.2828,7,3,0,21,1.0
6826,33.8503,-118.3598,5,3,0,21,0.0
6827,33.8733,-118.1238,9,1,0,22,0.0
6828,34.0293,-118.4688,3,1,0,19,0.0
6834,34.0443,-118.2698,9,2,0,0,1.0
6836,34.0443,-118.3718,4,2,0,10,1.0
6837,33.9553,-118.4668,4,2,0,21,0.0
6838,34.0343,-118.4278,2,2,0,15,1.0
6840,34.0443,-118.2698,2,2,0,0,1.0
6841,34.0443,-118.2698,1,2,0,0,1.0
6842,34.0413,-118.4768,1,2,0,20,0.0
6843,33.8893,-118.1848,0,2,0,17,0.0
6844,33.9063,-118.4238,10,3,0,20,1.0
6846,34.0453,-118.1158,1,3,0,15,1.0
6847,34.0443,-118.2698,10,4,0,0,0.0
6848,34.0443,-118.2698,10,4,0,0,0.0
6854,34.0443,-118.2698,5,4,0,0,0.0
6857,34.0063,-118.4208,11,1,0,15,0.0
6858,34.0443,-118.2698,9,1,0,0,1.0
6859,33.9093,-118.1568,8,1,0,17,0.0
6860,34.0453,-118.1758,7,1,0,9,0.0
6861,33.8583,-118.3728,3,1,0,21,0.0
6862,33.9903,-118.2258,9,2,0,6,1.0
6863,33.9493,-118.3358,8,2,0,11,0.0
6865,33.9703,-118.4058,5,2,0,15,1.0
6866,33.9293,-118.4128,4,2,0,18,1.0
6868,33.9783,-118.4008,11,3,0,14,0.0
6869,34.0213,-118.1988,8,3,0,7,0.0
6871,34.0363,-118.4378,11,4,0,16,1.0
6872,33.9803,-118.3688,10,4,0,11,1.0
6873,33.9443,-118.4228,5,4,0,18,0.0
6874,34.0443,-118.2698,5,4,0,0,1.0
6877,33.9243,-118.1568,9,1,0,16,1.0
6878,33.8803,-118.3488,5,1,0,18,1.0
6887,33.9013,-118.3828,9,3,0,18,0.0
6888,33.8653,-118.3308,7,3,0,18,0.0
6893,34.0443,-118.2698,2,4,0,0,0.0
6895,34.0443,-118.2698,11,1,0,0,1.0
6896,33.9733,-118.1058,5,1,0,17,1.0
6902,34.0113,-118.4838,5,2,0,21,0.0
6903,34.0033,-118.1138,3,2,0,16,0.0
6904,34.0013,-118.1928,11,3,0,8,1.0
6907,34.0443,-118.2698,8,4,0,0,0.0
6910,33.9323,-118.4008,10,1,0,17,1.0
6911,34.0443,-118.4238,11,1,0,15,0.0
6914,34.0293,-118.2308,7,1,0,4,0.0
6915,34.0503,-118.2548,5,1,0,1,0.0
6916,34.0523,-118.2688,4,1,0,0,1.0
6919,33.8813,-118.1218,3,2,0,22,1.0
6920,33.9733,-118.4748,1,2,0,21,1.0
6921,34.0363,-118.2688,0,2,0,0,1.0
6922,34.0223,-118.1748,0,2,0,9,0.0
6923,34.0033,-118.1528,11,3,0,12,0.0
6925,34.0453,-118.2688,6,3,0,0,0.0
6926,34.0473,-118.2538,6,3,0,1,0.0
6927,34.0313,-118.2698,1,3,0,1,0.0
6928,34.0343,-118.2668,0,3,0,1,1.0
6931,34.0013,-118.2548,2,4,0,4,0.0
6933,33.9933,-118.2728,8,1,0,5,1.0
6934,33.9273,-118.3978,6,1,0,17,0.0
6935,34.0443,-118.2698,5,1,0,0,1.0
6936,34.0553,-118.1038,5,1,0,16,1.0
6938,33.9373,-118.4278,8,2,0,19,1.0
6939,34.0443,-118.2698,7,2,0,0,1.0
6941,34.0443,-118.2698,3,2,0,0,1.0
6945,33.9723,-118.3798,11,3,0,13,1.0
6947,34.0443,-118.2698,3,3,0,0,1.0
6950,34.0443,-118.2698,3,4,0,0,0.0
6953,34.0443,-118.2698,3,1,0,0,1.0
6956,34.0183,-118.0978,10,2,0,17,0.0
6957,34.0093,-118.1678,7,2,0,10,0.0
6958,34.0443,-118.2698,6,2,0,0,0.0
6959,34.0443,-118.2698,4,2,0,0,1.0
6960,34.0443,-118.2698,2,2,0,0,1.0
6961,34.0443,-118.2698,10,3,0,0,1.0
6964,33.8993,-118.1618,2,4,0,18,1.0
6966,34.0443,-118.2698,9,1,0,0,1.0
6968,34.0423,-118.2188,2,1,0,5,1.0
6970,33.9033,-118.1398,6,2,0,19,1.0
6972,34.0443,-118.2698,0,2,0,0,0.0
6974,34.0443,-118.4718,10,3,0,20,0.0
6976,34.0443,-118.2698,5,3,0,0,1.0
6977,34.0443,-118.2698,5,4,0,0,0.0
6979,34.0443,-118.2698,2,4,0,0,1.0
6981,33.8433,-118.2028,1,4,0,21,0.0
6982,34.0443,-118.2698,4,1,0,0,1.0
6983,34.0443,-118.2698,9,2,0,0,1.0
6984,34.0243,-118.2728,7,2,0,2,1.0
6985,33.9073,-118.3668,7,2,0,16,1.0
6986,34.0213,-118.3778,5,2,0,11,0.0
6990,33.9853,-118.3078,4,3,0,7,0.0
6992,33.8913,-118.1158,0,3,0,21,0.0
6995,33.9883,-118.1288,7,1,0,15,1.0
6998,33.9673,-118.2078,3,1,0,9,1.0
6999,34.0443,-118.2698,0,1,0,0,1.0
7000,33.9403,-118.4458,0,1,0,20,0.0
7001,34.0443,-118.2698,0,1,0,0,1.0
7002,34.0393,-118.1318,8,2,0,13,1.0
7004,34.0343,-118.1598,5,2,0,11,1.0
7005,34.0443,-118.2698,4,2,0,0,1.0
7006,34.0343,-118.1288,1,2,0,14,0.0
7007,34.0213,-118.4048,0,2,0,13,1.0
7008,34.0443,-118.2698,11,3,0,0,0.0
7009,33.8753,-118.3418,8,3,0,18,0.0
7010,34.0443,-118.2698,8,3,0,0,0.0
7012,34.0443,-118.1188,0,3,0,15,0.0
7013,34.0443,-118.2698,8,4,0,0,1.0
7014,33.9553,-118.1528,6,4,0,14,1.0
7017,34.0443,-118.2698,1,4,0,0,0.0
7019,34.0443,-118.2698,11,1,0,0,0.0
7020,33.9993,-118.4178,10,1,0,15,1.0
7021,34.0443,-118.2698,9,1,0,0,1.0
7022,34.0683,-118.1388,8,1,0,13,0.0
7023,34.0443,-118.2698,3,1,0,0,1.0
7024,34.0393,-118.3438,6,2,0,7,0.0
7025,33.9033,-118.4308,5,2,0,21,1.0
7027,34.0443,-118.2698,1,2,0,0,0.0
7028,34.0183,-118.2268,10,3,0,5,0.0
7029,33.9033,-118.4378,10,3,0,21,0.0
7033,34.0443,-118.2698,2,5,0,0,0.0
7034,34.0213,-118.1978,2,5,0,7,1.0
7036,33.9093,-118.1118,11,1,0,20,1.0
7037,34.0393,-118.2418,7,1,0,2,1.0
7038,33.8993,-118.2568,5,1,0,14,1.0
7040,34.0323,-118.2028,3,1,0,6,1.0
7042,33.9443,-118.1878,1,1,0,12,0.0
7044,34.0443,-118.2698,11,2,0,0,0.0
7045,34.0113,-118.1698,10,2,0,10,1.0
7046,34.0083,-118.4258,8,2,0,16,0.0
7047,34.0313,-118.2058,1,2,0,6,0.0
7049,33.9983,-118.2948,10,3,0,5,0.0
7050,34.0493,-118.2468,6,3,0,2,1.0
7051,34.0423,-118.2598,4,3,0,1,1.0
7052,34.0443,-118.2698,3,3,0,0,0.0
7054,34.0033,-118.1238,8,4,0,15,0.0
7056,34.0443,-118.3288,8,4,0,5,0.0
7058,34.0143,-118.4178,1,4,0,15,0.0
7061,34.0443,-118.2698,9,1,0,0,1.0
7062,34.0443,-118.2698,4,1,0,0,1.0
7063,34.0583,-118.4238,3,1,0,15,0.0
7065,33.9933,-118.2288,10,2,0,6,0.0
7066,33.8833,-118.2258,9,2,0,16,1.0
7067,34.0443,-118.2698,8,2,0,0,0.0
7071,34.0443,-118.2698,4,2,0,0,0.0
7072,34.0443,-118.2698,3,2,0,0,1.0
7073,34.0573,-118.1578,2,2,0,11,1.0
7074,34.0503,-118.1108,0,2,0,15,0.0
7076,33.8403,-118.2798,11,3,0,20,0.0
7077,34.0443,-118.2698,10,3,0,0,1.0
7078,34.0443,-118.2698,7,3,0,0,1.0
7079,34.0443,-118.2698,5,3,0,0,1.0
7081,33.9903,-118.2388,10,4,0,6,1.0
7082,33.9493,-118.3798,8,4,0,14,1.0
7083,34.0443,-118.2698,4,4,0,0,0.0
7084,33.9703,-118.1778,3,4,0,11,0.0
7085,34.0443,-118.2698,2,4,0,0,1.0
7086,33.9573,-118.3778,1,4,0,13,1.0
7088,33.8933,-118.1698,7,1,0,18,0.0
7089,34.0443,-118.2698,2,1,0,0,0.0
7090,34.0443,-118.2698,1,1,0,0,1.0
7091,34.0443,-118.2698,7,2,0,0,0.0
7092,33.9073,-118.3418,5,2,0,15,1.0
7093,34.0443,-118.2698,4,2,0,0,1.0
7094,34.0443,-118.2698,3,2,0,0,1.0
7095,34.0443,-118.2698,3,2,0,0,0.0
7096,34.0443,-118.2698,2,2,0,0,0.0
7097,34.0373,-118.0838,2,2,0,18,1.0
7099,34.0443,-118.2698,5,3,0,0,0.0
7100,34.0443,-118.2698,4,3,0,0,1.0
7101,33.9263,-118.4388,4,3,0,20,0.0
7102,34.0443,-118.2698,2,3,0,0,1.0
7103,33.8633,-118.1898,1,3,0,19,1.0
7104,33.8963,-118.3718,0,3,0,17,1.0
7105,33.8963,-118.3178,8,4,0,15,1.0
7106,34.0443,-118.2698,7,4,0,0,0.0
7109,33.8843,-118.3698,2,4,0,18,0.0
7111,33.9303,-118.3998,11,1,0,17,0.0
7112,34.0443,-118.2698,7,1,0,0,1.0
7114,34.0063,-118.2698,4,1,0,3,1.0
7115,34.0443,-118.2698,2,1,0,0,0.0
7116,34.0013,-118.2058,9,2,0,7,0.0
7117,34.0443,-118.2698,7,2,0,0,1.0
7118,34.0443,-118.2698,7,2,0,0,1.0
7119,34.0443,-118.4238,4,2,0,15,1.0
7122,33.9763,-118.2538,11,3,0,6,1.0
7123,33.9303,-118.2698,5,3,0,11,0.0
7125,34.0443,-118.2698,2,3,0,0,0.0
7126,34.0443,-118.2698,2,3,0,0,1.0
7127,34.0443,-118.2698,2,3,0,0,1.0
7128,34.0443,-118.2698,0,3,0,0,0.0
7129,34.0443,-118.2698,4,4,0,0,1.0
7130,34.0223,-118.2178,2,4,0,5,0.0
7132,34.0443,-118.2698,11,1,0,0,0.0
7133,34.0443,-118.2698,8,1,0,0,0.0
7134,34.0443,-118.2698,8,1,0,0,1.0
7136,33.9403,-118.2138,2,1,0,11,1.0
7137,33.9353,-118.1108,1,1,0,19,1.0
7138,34.0443,-118.1978,0,1,0,7,0.0
7139,33.9983,-118.1568,4,2,0,12,1.0
7140,33.8763,-118.2118,3,2,0,17,1.0
7141,33.9833,-118.1928,1,2,0,9,1.0
7142,33.9733,-118.4258,10,3,0,17,0.0
7143,34.0443,-118.2698,8,3,0,0,1.0
7144,34.0443,-118.2698,8,3,0,0,0.0
7145,34.0443,-118.2698,6,3,0,0,1.0
7146,34.0443,-118.2698,4,3,0,0,1.0
7147,33.9243,-118.2158,8,4,0,13,1.0
7151,34.0443,-118.2698,2,4,0,0,1.0
7152,34.0443,-118.2698,1,4,0,0,1.0
7153,34.0443,-118.2698,0,4,0,0,1.0
7154,34.0443,-118.2698,11,1,0,0,0.0
7155,34.0263,-118.2108,7,1,0,6,1.0
7156,33.9323,-118.1158,4,1,0,19,0.0
7157,34.0343,-118.1828,2,1,0,8,0.0
7158,34.0443,-118.2698,11,2,0,0,1.0
7159,34.0443,-118.2698,9,2,0,0,1.0
7160,34.0193,-118.4648,3,2,0,19,0.0
7161,34.0343,-118.1498,9,3,0,12,0.0
7162,34.0443,-118.2698,7,3,0,0,0.0
7163,33.9963,-118.3008,4,3,0,5,0.0
7164,33.8573,-118.1948,1,3,0,20,0.0
7167,33.8533,-118.2408,8,4,0,19,0.0
7169,34.0443,-118.2698,5,4,0,0,1.0
7171,33.9343,-118.0698,4,4,0,22,1.0
7173,33.9603,-118.4408,2,4,0,19,1.0
7178,34.0683,-118.3728,11,1,0,10,0.0
